??    1215.6701000 0.416400  6.265E8  1.00 Unidentified ion!! MUST BE HERE
>>    1215.6701000 0.416400  6.265E8  1.00
<<    1215.6701000 0.416400  6.265E8  1.00 
<>    1215.6701000 0.416400  6.265E8  1.00 
__    1215.6701000 0.416400  6.265E8  1.00
H I   1215.6700000 0.416400  6.265E8   Morton compilation, 2 cpts sep by 1.3 km/s
H I   1025.7200000 0.079100  1.897E8     
H I    972.5370000 0.028990  8.126E7     
H I    949.7430000 0.013940  7.640E7     
H I    937.8030000 0.007799  4.423E7     
H I    930.7480000 0.004814  1.236E7   Aki only
H I    926.2260000 0.003183  8.249E6
H I    923.1500000 0.002216  5.782E6
H I    920.9630000 0.001605  4.208E6
H I    919.3520000 0.001201  3.158E6
H I    918.1290000 0.000921  2.430E6
H I    917.1810000 0.000723  1.910E6
H I    916.4290000 0.000577  1.529E6
H I    915.8240000 0.000469  1.243E6
H I    915.3290000 0.000386  1.024E6
H I    914.9190000 0.000321  8.533E5
H I    914.5760000 0.000270  7.186E5
H I    914.2860000 0.000230  6.109E5
H I    914.0390000 0.000197  5.237E5
H I    913.8260000 0.000170  4.523E5
H I    913.6410000 0.000148  3.933E5
H I    913.4800000 0.000129  3.443E5
H I    913.3390000 0.000114  3.030E5
H I    913.2150000 0.000101  2.679E5
H I    913.1040000 0.000089  2.382E5
H I    913.0060000 0.000080  2.127E5
H I    912.9180000 0.000071  1.907E5
H I    912.8390000 0.000064  1.716E5
H I    912.7680000 0.000058  1.550E5
H I    912.7030000 0.000053  1.405E5
H I    912.6450000 0.000048  1.277E5
H I2  6564.6230000 0.695800  6.465E7    n=2 level
H I2  4862.6880000 0.121800  2.062E7
H I2  4341.6900000 0.044370  9.425E6
D I   1215.3390000 0.416500  6.270E8    Morton values
D I   1025.4430000 0.079100  1.898E8      
D I    972.2720000 0.029010  8.132E7      
D I    949.4840000 0.013950  7.646E7      
D I    937.5480000 0.007808  4.127E7      
D I    930.4950000 0.004817  1.237E7    Morton Aki only
D I    925.9730000 0.003184  8.256E6      
D I    922.8990000 0.002216  5.782E6      
D I    920.7120000 0.001605  4.208E6      
D I    919.1020000 0.001201  3.158E6      
D I    917.8790000 0.000921  2.430E6      
D I    916.9310000 0.000723  1.910E6      
D I    916.1790000 0.000577  1.529E6      
